,tweets,id,language,len,date,source,likes,retweets,sentiment
134,"Spread of #COVID19 poses severe challenge to Middle East, and Chinese medics are helping.
Read today's headlines: C… https://t.co/VUCPOMnaFH",1244247697306955776,en,140,2020-03-29 12:59:02,China Xinhua News,39,14,0.0
135,China sends 12 medical experts to Laos to assist the Southeast Asian country's fight against novel #coronavirus out… https://t.co/6GPGkv8GSj,1244243266800734208,en,140,2020-03-29 12:41:26,China Xinhua News,421,114,0.0
136,Xi inspects resumption of work and production in east China's Zhejiang Province https://t.co/4skJPz4dY5 https://t.co/TRXjiCTnXO,1244242619200180224,en,127,2020-03-29 12:38:51,China Xinhua News,46,19,0.0
137,Multiple Chinese foundations have donated medical supplies to support countries in fight against #COVID19… https://t.co/EFrqZ0MMfG,1244239150179479552,en,130,2020-03-29 12:25:04,China Xinhua News,103,29,0.0
138,"Philippine health department says #COVID19 test kits donated by Chinese gov't good, meet WHO standards, apologizing… https://t.co/AyEc3wzMh5",1244238212018524160,en,140,2020-03-29 12:21:21,China Xinhua News,111,31,0.35
139,"Senegalese Minister of Foreign Affairs Amadou Ba has expressed ""sincere thanks"" of Senegalese authorities to China… https://t.co/CiFgKcHe2k",1244231205362393091,en,139,2020-03-29 11:53:30,China Xinhua News,92,24,0.19166666666666665
140,The death toll from the ongoing COVID-19 pandemic in the African continent has reached 134 as confirmed positives c… https://t.co/dRWpwCWSwA,1244227155149475840,en,140,2020-03-29 11:37:25,China Xinhua News,80,27,0.2
141,China boosts air freight capacity to ensure global medical supply https://t.co/cPC6VGBM4V #COVID19 https://t.co/sYp28nn8rx,1244221576884539392,en,122,2020-03-29 11:15:15,China Xinhua News,126,34,0.0
142,"Here's our latest #AsiaPacific #COVID19 news pack: https://t.co/PabTgA3oWv
-- Death toll  in Indonesia jumps to 114… https://t.co/DpTzEJuRvV",1244220717316460545,en,140,2020-03-29 11:11:50,China Xinhua News,50,17,0.5
143,"Update: #Coronavirus watch, March 29:
-U.S.: Trump gives up quarantine on New York
-South Korea: to quarantine all… https://t.co/dFmDrNHo1b",1244214688667164673,en,139,2020-03-29 10:47:52,China Xinhua News,107,58,0.13636363636363635
144,"For hundreds of years, Al-Qashla Castle struggles to survive conflicts and war in Yemen's northern historic city of… https://t.co/NFqoO0nVRO",1244208384192045057,en,140,2020-03-29 10:22:49,China Xinhua News,44,13,0.0
145,A new round of #COVID19 outbreak is possible in China as imported cases have kept rising: official… https://t.co/OR2LTngSsb,1244208327682224128,en,123,2020-03-29 10:22:36,China Xinhua News,54,38,-0.02121212121212122
146,"China is expected to have 64.8 mln pure electric vehicles by 2030, creating a need for an additional 63 mln chargin… https://t.co/e7L0RIh6bx",1244204011701407744,en,140,2020-03-29 10:05:27,China Xinhua News,70,20,0.057142857142857134
147,Chinese experts have built a new Polymerase Chain Reaction (PCR) lab in Iraq's capital Baghdad. The lab will increa… https://t.co/fKvKwwGpco,1244201450940452867,en,140,2020-03-29 09:55:16,China Xinhua News,258,109,0.06818181818181818
148,"Over 1 million people in China's Tibet were liberated from the feudal serfdom 61 years ago. Since then, raising the… https://t.co/7O5S32RtU1",1244195491866279936,en,140,2020-03-29 09:31:35,China Xinhua News,254,77,0.0
149,Reaching out in a time of need. Chinese clothes manufacturer to donate 1 mln face masks to Cambodia. The first batc… https://t.co/MY9GWgHvm3,1244188871300009995,en,140,2020-03-29 09:05:17,China Xinhua News,134,31,0.125
150,Tibet builds a moderately prosperous society in all respects #InTibet https://t.co/Roz6XMf5mA https://t.co/OGdqdlbIKS,1244181623693705218,en,117,2020-03-29 08:36:29,China Xinhua News,64,9,0.0
151,Whatever law the U.S. passes... https://t.co/QIZl4vRrgr https://t.co/OEcbCLi8YT,1244175669518454786,en,79,2020-03-29 08:12:49,China Xinhua News,520,96,0.0
152,"In the midst of #COVID19 epidemic, #EarthHour is also a sign of solidarity for the planet: @WWF… https://t.co/yiriYaxKlG",1244174058196885504,en,120,2020-03-29 08:06:25,China Xinhua News,42,13,0.0
153,"""We have stood by you and you are standing with us."" Eight Chinese medical experts arrived in Pakistan on Saturday… https://t.co/3gZxKhIyHA",1244172124438200323,en,139,2020-03-29 07:58:44,China Xinhua News,520,135,0.0
154,Wuhan resumed operation of several subway lines on Saturday after a suspension of more than two months due to COVID… https://t.co/XRUHC9br6e,1244171559608045568,en,140,2020-03-29 07:56:30,China Xinhua News,99,27,0.125
155,The spread of #COVID-19 is posing a severe challenge to the Middle East. Chinese experts are fighting alongside the… https://t.co/ZDQfw7bmi7,1244170596444848128,en,140,2020-03-29 07:52:40,China Xinhua News,76,27,0.0
156,"Canadian Prime Minister Justin Trudeau's wife says she has received ""all clear"" from doctor after testing positive… https://t.co/f1pcNFr6Yg",1244168463553163277,en,139,2020-03-29 07:44:11,China Xinhua News,74,18,0.16363636363636364
157,Tibet marked the Serfs' Emancipation Day on Saturday. Chairman of Tibet's regional government says Tibet has made h… https://t.co/2pCsycOkNe,1244167593922949120,en,140,2020-03-29 07:40:44,China Xinhua News,84,19,0.1
158,"Priorities listed by experts for boosting global cooperation against #COVID19:
-Sharing scientific breakthroughs to… https://t.co/m5MDa8zZIv",1244164998995169280,en,140,2020-03-29 07:30:25,China Xinhua News,35,21,0.0
159,"Shanghai reports 7 new imported #COVID19 cases, bringing the total number of imported cases in the city to 153 https://t.co/BsgaRaAwPK",1244163861713784832,en,134,2020-03-29 07:25:54,China Xinhua News,176,61,0.06818181818181818
160,Aperture24 View the world around the clock #PhotosOfTheDay https://t.co/6g7bnOPp9m https://t.co/pD0NZb2KLk,1244161233684553728,en,106,2020-03-29 07:15:28,China Xinhua News,39,10,0.0
161,"Here's our latest Asia-Pacific #COVID19 news pack: https://t.co/OqtebPtDvY
-- New Zealand reports first death
-- Au… https://t.co/WvatCUjYaI",1244154916270039041,en,140,2020-03-29 06:50:21,China Xinhua News,46,21,0.29545454545454547
162,China's Wuhan reopens more bus routes as the city gets its public transportation system back on track… https://t.co/0xtuTSxves,1244154143490445314,en,126,2020-03-29 06:47:17,China Xinhua News,163,50,0.16666666666666666
163,"""PLEASE KEEP DISTANCE""! Indian people practice #Social Distancing to help contain #COVID19
Check our #AsiaAlbum ser… https://t.co/g4COLMH2gb",1244143299364970496,en,140,2020-03-29 06:04:12,China Xinhua News,107,34,0.03333333333333333
164,"Disinfecting the pyramids, learning from home &amp; exchanging tips on keeping virus away. Follow @DanniWu0103 in Cairo… https://t.co/SdvdTAFoN2",1244133380557377536,en,144,2020-03-29 05:24:47,China Xinhua News,80,42,0.0
165,"It is only a matter of time before China achieves reunification, a historic trend that cannot be stopped.
Those who… https://t.co/AiWyKkfS2c",1244130068017766401,en,140,2020-03-29 05:11:37,China Xinhua News,280,68,0.0
166,"Beijing reports 4 new imported #COVID19 cases, bringing the total number of imported cases in the city to 160… https://t.co/25W9fcmCJG",1244127327992217600,en,134,2020-03-29 05:00:44,China Xinhua News,48,24,0.06818181818181818
167,Wuhan City and Hubei Province report zero increase in #COVID19 cases https://t.co/LDYUS9CelY https://t.co/OiZQ2dUFWD,1244126393840971777,en,116,2020-03-29 04:57:01,China Xinhua News,319,96,0.0
168,"""This was an inspiring speech, concise and succinct, a leadership speech and call to collective action at a time of… https://t.co/ftrWX3EQ7U",1244116068429254657,en,140,2020-03-29 04:15:59,China Xinhua News,38,10,0.2333333333333333
169,"The United States has reported more than 120,000 confirmed COVID-19 cases with over 2,000 deaths by Saturday, accor… https://t.co/fhjNl0sddQ",1244112662708891649,en,140,2020-03-29 04:02:27,China Xinhua News,162,85,0.45
170,"Thousands of poor labourers in India, who find it difficult to survive at rented accommodations with no economic ac… https://t.co/UnIlklq8sd",1244106863232221184,en,140,2020-03-29 03:39:25,China Xinhua News,120,46,-0.3333333333333333
171,"The APEC Business Advisory Council urges APEC economies to end trade-restrictive policies to help fight #COVID19, w… https://t.co/TbxhCKwPQU",1244102479601532930,en,140,2020-03-29 03:22:00,China Xinhua News,40,17,0.0
172,Splendid #time-lapse view of Meili Snow Mountain in southwest China's Yunnan Province https://t.co/zYTtIJJjZ9 https://t.co/3ffOZoquSp,1244099815941623809,en,133,2020-03-29 03:11:25,China Xinhua News,91,24,0.8333333333333334
173,Hong Kong's catering sector is struggling in the face of #COVID19 pandemic. HKSAR gov't has rolled out relief measu… https://t.co/GkwnVg1gfv,1244098511072722944,en,140,2020-03-29 03:06:13,China Xinhua News,55,19,0.0
174,Cherry Blossoms: The springtime bloom in southwest China's Guizhou province is truly a sight to behold! So take a b… https://t.co/J08jywo0m4,1244096596674883584,en,140,2020-03-29 02:58:37,China Xinhua News,172,49,0.0
175,How symptoms for the coronavirus and allergies differ https://t.co/pEzFP1Gh8B,1244091756179685376,en,77,2020-03-29 02:39:23,China Xinhua News,79,43,0.0
176,"#COVID19 watch, March 29: https://t.co/LfSaLjvfoT
- Pandemic hits 201 countries and regions
- Italy: Death toll exc… https://t.co/RH6y8mgKxN",1244091217500966915,en,140,2020-03-29 02:37:15,China Xinhua News,42,22,0.0
177,"Chinese mainland reports 45 new confirmed #COVID19 cases, including 44 imported cases and one new domestic case… https://t.co/nyGBGL2RIY",1244088482034634754,en,136,2020-03-29 02:26:22,China Xinhua News,84,30,0.13454545454545455
178,"477 #COVID19 patients discharged from hospital Saturday on Chinese mainland. Altogether 75,448 patients have recove… https://t.co/G6KnyKvG0r",1244078925174550528,en,140,2020-03-29 01:48:24,China Xinhua News,162,52,0.0
179,"Chinese mainland reports 44 new imported #COVID19 cases Saturday, bringing the total number of imported cases to 69… https://t.co/t86kYcLP3K",1244077724622147584,en,140,2020-03-29 01:43:38,China Xinhua News,92,32,0.04545454545454545
180,"Ecuador reports 1,823 COVID-19 cases, 48 deaths https://t.co/0rpXHvnRTG https://t.co/cGoW3FU4hL",1244058112274739200,es,95,2020-03-29 00:25:42,China Xinhua News,40,22,0.0
181,500 masks in 1 min! An ultra-high-speed mask production line has been launched in Beijing to bolster the fight agai… https://t.co/eFIz9qyOM2,1244054004411195392,en,140,2020-03-29 00:09:22,China Xinhua News,3184,1293,0.16
182,"Peru reports 671 confirmed cases, 16 deaths from COVID-19 https://t.co/L3svCd9u7c https://t.co/tLiDm7ggYy",1244052750293282816,en,105,2020-03-29 00:04:23,China Xinhua News,48,31,0.4
183,"UN donates 250,000 face masks to New York City. The city reports nearly 30,000 #COVID19 cases &amp; over 500 deaths… https://t.co/zODSBCPp6E",1244051447177572352,en,140,2020-03-28 23:59:13,China Xinhua News,51,25,0.11818181818181818
184,"JUST IN: U.S. reports over 2,000 #COVID19 deaths
Number of cases now top 120,000 in the country… https://t.co/3rvy4piHAe",1244034066275373056,en,120,2020-03-28 22:50:09,China Xinhua News,36,36,0.5
185,"Istanbul, Turkey's largest city, fights against COVID-19 behind closed doors as few people are seen in public place… https://t.co/2QzPWs0Swc",1244025938825719815,en,140,2020-03-28 22:17:51,China Xinhua News,79,36,-0.175
186,"""Attending online Chinese classes is comfortable, enjoyable and safe,"" says an Egyptian student who can continue im… https://t.co/vZHhiSdnDW",1244024995673559041,en,140,2020-03-28 22:14:06,China Xinhua News,168,29,0.35
187,"Xi-Trump phone conversation ""absolutely paramount to finding solutions for #COVID19 pandemic"" -- expert… https://t.co/3DTawXE0TY",1244012863208837121,en,128,2020-03-28 21:25:53,China Xinhua News,44,28,0.2
188,"The U.S. President is considering placing a mandatory quarantine on the states of New York, New Jersey, and Connect… https://t.co/IFhqFAtWLN",1243993934147158021,en,140,2020-03-28 20:10:40,China Xinhua News,76,33,0.13636363636363635
189,"The latest: More than 30,000 #COVID19 deaths reported worldwide -- Johns Hopkins University https://t.co/I3fFbRgJGD",1243984192678924289,en,115,2020-03-28 19:31:58,China Xinhua News,61,30,0.5
190,Wuhan is a city at the forefront of China's war against #COVID19. It's a city of heroes. #coronavirus… https://t.co/IlkBYOuQeK,1243982932907188224,en,126,2020-03-28 19:26:57,Periscope,228,113,0.0
191,Coronavirus threatens to break New York's ambulance service https://t.co/QHiwEF4SU8,1243980874963488769,en,83,2020-03-28 19:18:47,China Xinhua News,128,68,0.13636363636363635
192,Why nature is so important during the Covid-19 lockdown https://t.co/Sa9xCfee3v,1243978587205599233,en,79,2020-03-28 19:09:41,China Xinhua News,71,31,0.4
193,New York could be weeks from coronavirus peak https://t.co/TnhlecY7Lh,1243976140785508353,en,69,2020-03-28 18:59:58,China Xinhua News,88,40,0.13636363636363635
194,"The latest: #COVID19 cases in U.S. top 110,000 -- Johns Hopkins University https://t.co/sNqqf1r53u",1243963485857255424,en,98,2020-03-28 18:09:41,China Xinhua News,83,31,0.5
195,"#BREAKING: #COVID19 death toll exceeds 10,000 in Italy, with cumulative total infections reaching 92,472 https://t.co/vDCCcq8Hq2",1243955287146389504,en,128,2020-03-28 17:37:06,China Xinhua News,61,40,0.0
196,"#COVID19 cases in Portugal top 5,000 https://t.co/seOpkR4o2V https://t.co/atWY9TAl9o",1243954991892533248,es,84,2020-03-28 17:35:56,China Xinhua News,42,16,0.5
197,JUST IN: Trump says considering #coronavirus quarantine on New York state https://t.co/oiTlzcdMvC,1243950119327633408,en,97,2020-03-28 17:16:34,China Xinhua News,98,32,0.13636363636363635
198,"U.S. is leading the world with over 105,000 confirmed #COVID19 cases, and experts believe slowness in social distan… https://t.co/uHVz7PKKhj",1243942790590910464,en,140,2020-03-28 16:47:27,China Xinhua News,144,64,0.21666666666666667
199,China's genome sequencing provider BGI's #COVID19 test kits approved by US FDA https://t.co/A54GSwpeXH https://t.co/yQyIjb5dJ5,1243928403738120200,en,126,2020-03-28 15:50:17,China Xinhua News,345,126,0.0
