,tweets,id,language,len,date,source,likes,retweets,sentiment
138,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/wSJapMcrkl,1242567884813017090,en,88,2020-03-24 21:44:04,Twitter for iPhone,0,8364,0.13636363636363635
139,"RT @USNavy: Underway - Steaming to Assist!
#USNSMercy departs Naval Base San Diego in support of the nation's #COVID19 response efforts. 
R…",1242567522886586368,en,140,2020-03-24 21:42:37,Twitter for iPhone,0,11049,-0.8
140,"RT @USNavy: USNS Mercy is underway.

Check out this infographic to learn about the capabilities of #USNavy Hospital Ships, #USNSComfort and…",1242567486874230790,en,140,2020-03-24 21:42:29,Twitter for iPhone,0,7990,0.0
141,https://t.co/ytgBP3hJv1,1242539178786725891,und,23,2020-03-24 19:50:00,Twitter for iPhone,89428,23195,0.0
142,RT @WhiteHouse: Small businesses power our economy—and President Trump won't let them weather this alone. https://t.co/8pcLgtTxfs,1242535387349778432,en,129,2020-03-24 19:34:56,Twitter for iPhone,0,10716,-0.25
143,https://t.co/mDc66ML7rF,1242534510320922628,und,23,2020-03-24 19:31:27,Twitter for iPhone,59130,16029,0.0
144,"Price transparency is so important for the people of our Country. In many ways, it will prove to be as important as… https://t.co/G2XXUvsSwm",1242528658767654912,en,140,2020-03-24 19:08:11,Twitter for iPhone,104205,20889,0.43333333333333335
145,Will be doing a Town Hall on @FoxNews at 12:05 P.M. (Now). I will go on around 1:00 P.M. Enjoy!,1242482460140736512,en,95,2020-03-24 16:04:37,Twitter for iPhone,77737,14615,0.4
146,"Our people want to return to work. They will practice Social Distancing and all else, and Seniors will be watched o… https://t.co/9V7bf75BAt",1242455267603877894,en,140,2020-03-24 14:16:34,Twitter for iPhone,278094,55435,0.03333333333333333
147,"Congress must approve the deal, without all of the nonsense, today. The longer it takes, the harder it will be to s… https://t.co/BYxsB2CSKQ",1242432301885198337,en,140,2020-03-24 12:45:18,Twitter for iPhone,193423,41042,-0.1
148,This is not about the ridiculous Green New Deal. It is about putting our great workers and companies BACK TO WORK!,1242422012682919937,en,114,2020-03-24 12:04:25,Twitter for iPhone,212366,45964,0.08060606060606061
149,"The Defense Production Act is in full force, but haven’t had to use it because no one has said NO! Millions of mask… https://t.co/54NMy4kRVw",1242421041193988096,en,140,2020-03-24 12:00:33,Twitter for iPhone,107868,20893,0.35
150,Keep Charlie Number One. Great Book! https://t.co/fG7YXOCk9R,1242416827558498304,en,60,2020-03-24 11:43:49,Twitter for iPhone,52339,11828,0.8
151,"RT @NanHayworth: Hey @TheDemocrats, what does the Kennedy Center have to do with COVID-19?

Asking for 327 million friends",1242416380298907649,en,122,2020-03-24 11:42:02,Twitter for iPhone,0,14275,-0.1
152,RT @NikkiBAEley: When Nancy Pelosi receives a bill that will expedite relief to American workers but doesn't fund the Kennedy Center: https…,1242416096956878855,en,140,2020-03-24 11:40:55,Twitter for iPhone,0,15730,-0.05
153,"RT @Kristal2768: @kirstiealley @realDonaldTrump Love you Kirstie, don't be afraid to speak your mind!! @POTUS has done an a amazing job pro…",1242414528031227904,en,140,2020-03-24 11:34:41,Twitter for iPhone,0,5318,0.1666666666666667
154,Thank you Kirstie! https://t.co/EHQHglKDCN,1242414001562292226,en,42,2020-03-24 11:32:35,Twitter for iPhone,66250,14017,0.0
155,Buy the book and give Liz some Great Reviews! @OANN https://t.co/i43jDiSg1P,1242410695188193281,en,75,2020-03-24 11:19:27,Twitter for iPhone,40496,10269,0.8
156,RT @miblogestublog: Dr. Fauci is all of us 🤦🏼‍♂️ https://t.co/WTShJUchsr,1242408742643261440,en,72,2020-03-24 11:11:41,Twitter for iPhone,0,10400,0.0
157,RT @GrahamLedger: R. E. S. P. E. C. T. LOL. #QuaratineLife,1242407371168759809,ht,58,2020-03-24 11:06:14,Twitter for iPhone,0,5290,0.8
158,"RT @AnnCoulter: ""the chance of dying is ... about 0.45 percent – very far from the World Health Organization’s [global mortality] figure of…",1242406064462725127,en,140,2020-03-24 11:01:03,Twitter for iPhone,0,8342,0.065
159,A respected coal miner and great dad! Rest In Peace! https://t.co/4xMeHJKxuk,1242405446041903104,en,76,2020-03-24 10:58:35,Twitter for iPhone,44869,8953,0.8
160,The Media is hopeless. Too bad! https://t.co/VYXUbdO7Ms,1242403723932045313,en,55,2020-03-24 10:51:45,Twitter for iPhone,82005,20921,-0.6999999999999998
161,"RT @RealJamesWoods: Dr. Birx is a sober, professional thinker and analyst. I feel confident having her as an essential part of our team.",1242402906965512192,en,136,2020-03-24 10:48:30,Twitter for iPhone,0,10027,0.175
162,Thank you Tony! https://t.co/U5XxzeQzXJ,1242402843887362048,en,39,2020-03-24 10:48:15,Twitter for iPhone,43397,11340,0.0
163,RT @RealJamesWoods: Voter fraud by Democrats is the second most dangerous thing to happen to America since this virus.,1242400471962312704,en,118,2020-03-24 10:38:49,Twitter for iPhone,0,16061,-0.033333333333333326
164,"The World market for face masks and ventilators is Crazy. We are helping the states to get equipment, but it is not… https://t.co/Z0PRXMM3tX",1242394374224392192,en,140,2020-03-24 10:14:36,Twitter for iPhone,66576,14516,-0.6
165,RT @BreitbartNews: Every American needs to see Joe Biden's latest brain freeze. https://t.co/CfrrHRElfy,1242308046103162882,en,103,2020-03-24 04:31:33,Twitter for iPhone,0,15683,0.25
166,RT @KatrinaPierson: Trump Derangement Syndrome. Just a guess.,1242307795254468610,fr,61,2020-03-24 04:30:34,Twitter for iPhone,0,9909,0.0
167,RT @PressSec: President @realDonaldTrump just signed an EO to prevent hoarding &amp; price gouging of supplies needed in our war against the #C…,1242307433344745472,en,144,2020-03-24 04:29:07,Twitter for iPhone,0,10737,0.0
168,"RT @GOPChairwoman: A message for Schumer &amp; Pelosi:

""This should not be a time for political agendas, but rather one for focusing solely an…",1242307032797057024,en,144,2020-03-24 04:27:32,Twitter for iPhone,0,12557,0.0
169,"RT @IngrahamAngle: ""I’ll work with anybody to help the American people and the American worker — I don’t care who it is."" -- Donald Trump,…",1242306845836009474,en,139,2020-03-24 04:26:47,Twitter for iPhone,0,11723,0.0
170,"RT @markknoller: Pres signed two broadband bills today:
-requires Pres to ensure security of 5G and subsequent generation cell phone techno…",1242306696564834304,en,140,2020-03-24 04:26:12,Twitter for iPhone,0,4413,0.0
171,RT @TiffanyATrump: We must all do our part to #SlowTheSpread! #TogetherApart #SocialDistancing #StayAtHome #WorkFromHome #StopTheSpread #Fl…,1242306107693060096,en,140,2020-03-24 04:23:51,Twitter for iPhone,0,5056,0.0
172,"This will never be approved by me, or any other Republican! https://t.co/jWcGaS2QZC",1242304251520524289,en,83,2020-03-24 04:16:29,Twitter for iPhone,101803,27691,-0.125
173,RT @AndrewCMcCarthy: Our experience suggests that hydroxychloroquine should be a first-line treatment for Covid-19. We can use it to save l…,1242302644498108416,en,140,2020-03-24 04:10:05,Twitter for iPhone,0,9213,0.25
174,RT @SheerLevity: @bdomenech People are dying and the dems do this. It's literally the definition of evil. We've never seen a crisis like th…,1242299215008727040,en,140,2020-03-24 03:56:28,Twitter for iPhone,0,7534,-1.0
175,RT @benshapiro: Blaming Trump for someone ingesting fish tank cleaner is a new level of Trump Derangement Syndrome.,1242298340240437248,en,115,2020-03-24 03:52:59,Twitter for iPhone,0,20231,0.13636363636363635
176,The Hill/HarrisX: 61% to 39% Approval Rating on handling of Coronavirus situation. Thank you!,1242296014633086976,en,93,2020-03-24 03:43:45,Twitter for iPhone,72683,14471,0.0
177,Republicans had a deal until Nancy Pelosi rode into town from her extended vacation. The Democrats want the Virus t… https://t.co/r8fGcCMw9q,1242293340151873536,en,140,2020-03-24 03:33:07,Twitter for iPhone,196590,49205,0.0
178,....us since the beginning of this crisis.” They meant the opposite? Forgot to mention that I closed our Country to… https://t.co/PwQXBXwdDc,1242281185084149762,en,140,2020-03-24 02:44:49,Twitter for iPhone,74283,15316,-0.05
179,"This is the way the @nytimes finished a story on me. “You can see the contrast between the steady, assured, informe… https://t.co/Xr1tJe7NXe",1242281182349451264,en,140,2020-03-24 02:44:48,Twitter for iPhone,84543,18983,0.16666666666666666
180,"RT @JudiciaryGOP: A climate change study on aviation to combat #COVIDー19? Is this a joke, @SpeakerPelosi?  

How does that help average Ame…",1242277474580520961,en,140,2020-03-24 02:30:04,Twitter for iPhone,0,15404,-0.15
181,"RT @ReaganBattalion: Here is what @SenSchumer and @SpeakerPelosi are blocking:

$1,200-PP, $2,400-Couple, $500-Child
$250 Billion-Unemploym…",1242277173131608065,en,140,2020-03-24 02:28:53,Twitter for iPhone,0,26639,0.0
182,https://t.co/w36LLghHiA,1242245994416427008,und,23,2020-03-24 00:24:59,Twitter for iPhone,74688,16236,0.0
183,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/Ciwe6T4Dr2,1242212479637360640,en,88,2020-03-23 22:11:48,Twitter for iPhone,0,9032,0.13636363636363635
184,"....is NOT their fault in any way, shape, or form. They are working closely with us to get rid of it. WE WILL PREVAIL TOGETHER!",1242202291718979587,en,127,2020-03-23 21:31:20,Twitter for iPhone,126239,21315,0.0
185,"It is very important that we totally protect our Asian American community in the United States, and all around the… https://t.co/ZA0zDtTOAz",1242202290393677829,en,139,2020-03-23 21:31:19,Twitter for iPhone,193596,35834,0.13
186,A great early result from a drug that will start tomorrow in New York and other places! #COVIDー19 https://t.co/4F4Qk4WFtK,1242120391054757900,en,121,2020-03-23 16:05:53,Twitter for iPhone,177817,57213,0.2278409090909091
187,"RT @realDonaldTrump: WE CANNOT LET THE CURE BE WORSE THAN THE PROBLEM ITSELF. AT THE END OF THE 15 DAY PERIOD, WE WILL MAKE A DECISION AS T…",1242105370509742082,en,140,2020-03-23 15:06:12,Twitter for iPhone,0,62592,-0.4
188,The New York Times changed headlines 3 times in order to satisfy the Radical Left. What should have been a good sto… https://t.co/0smaiCd7hl,1242095933296443395,en,140,2020-03-23 14:28:42,Twitter for iPhone,163808,38986,0.27878787878787875
189,THIS IS WHY WE NEED BORDERS!,1242092738973249536,en,28,2020-03-23 14:16:00,Twitter for iPhone,393426,66168,0.0
190,"STRONG &amp; UNITED, WE WILL PREVAIL! GOD BLESS THE USA!!
https://t.co/T6UCyaPRIy",1242075604952002573,en,81,2020-03-23 13:07:55,Twitter for iPhone,150228,33689,0.4333333333333333
191,https://t.co/AU2HE5cTTo,1242074243560542208,und,23,2020-03-23 13:02:30,Twitter Media Studio,45541,12801,0.0
192,RT @SecGeneScalia: .@POTUS signed the bipartisan Families First Coronavirus Response Act last night to support Americans affected by COVID-…,1242070379184697347,en,140,2020-03-23 12:47:09,Twitter for iPhone,0,8076,0.125
193,RT @IvankaTrump: Thank you @WalmartInc for taking extraordinary measures to support American workers. You are a shining example of American…,1242070326827257858,en,140,2020-03-23 12:46:57,Twitter for iPhone,0,10016,0.1111111111111111
194,"RT @GOPChairwoman: We truly have the best volunteers.

Our grassroots army made a stunning 1.5 MILLION phone calls on Saturday alone.

In a…",1242069425387458565,en,140,2020-03-23 12:43:22,Twitter for iPhone,0,6253,0.75
195,RT @TrumpWarRoom: ⚠️ THREAD: President @realDonaldTrump took decisive action from the beginning to protect Americans from the Chinese coron…,1242069051125481472,en,140,2020-03-23 12:41:52,Twitter for iPhone,0,14816,0.05
196,"RT @KamVTV: MSNBC at Coronavirus presser: You were not prepared in beginning of outbreak of virus. 

Trump: In the beginning when I halted…",1242068833189462017,en,139,2020-03-23 12:41:01,Twitter for iPhone,0,20600,0.0
197,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,1242066796598919170,en,140,2020-03-23 12:32:55,Twitter for iPhone,0,19873,0.32196969696969696
198,RT @AndrewCMcCarthy: Chinese communist regime still claims only a couple of hundred people died in Tiananmen Square massacre. Why would any…,1242066694597677057,en,140,2020-03-23 12:32:31,Twitter for iPhone,0,15386,0.0
199,"RT @thebradfordfile: When Joe Biden eventually comes out of hiding, he needs to start answering questions about the deals that enriched his…",1242066595247280128,en,140,2020-03-23 12:32:07,Twitter for iPhone,0,7856,0.0
